group	symbol	weight	count	desc
composite	ET_506_12_3D_OK_MID	2	1	!(g:cus.info | g:cus.edm | ET_9001_EDM | ET_9002_EDM | BAYES_HAM) & ET_506_3D_OK & MIME_HTML_ONLY & !ET_305_FREE_AND_TRUST_DOMAIN & (MID_RHS_NOT_FQDN | HFILTER_MID_NOT_FQDN) & RCVD_COUNT_ZERO
composite	ET_506_13_3D_OK_MX_PROXY	4	1	!(g:cus.info | g:cus.edm | HAS_LIST_UNSUB) & ET_506_3D_OK & MIME_HTML_ONLY & (MX_INVALID | MX_MISSING) & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT) & (RCVD_COUNT_ZERO | RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY) & RCPT_COUNT_ONE
composite	ET_506_1_3D_OK_X_BAYES	3	1	ET_506_3D_OK & ET_104_X_BAYES & (MIME_HTML_ONLY & (HAS_ATTACHMENT | g+:surbl) | HFILTER_HOSTNAME_UNKNOWN) & RCPT_COUNT_ONE & !ET_305_FREE_AND_TRUST_DOMAIN
composite	ET_506_2_3D_OK_BULK_SEND	3	1	!(g:cus.info | g:cus.edm | BAYES_HAM | ET_9001_EDM) & ET_003_C3 & ET_506_3D_OK & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | HAS_PHPMAILER_SIG) & RCPT_COUNT_ONE  & !ET_305_FREE_AND_TRUST_DOMAIN
composite	ET_506_3D_OK	0	1	R_DKIM_ALLOW & DMARC_POLICY_ALLOW & R_SPF_ALLOW
composite	ET_506_3_3D_OK_MX	4	1	!(g:cus.info | g:cus.edm | ET_9002_EDM) & ET_003_C3 & ET_506_3D_OK & !MX_GOOD & !ET_305_FREE_AND_TRUST_DOMAIN
composite	ET_506_4_3D_OK_ZERO_MX_UNKNOWN	9	1	ET_506_3D_OK & RCVD_COUNT_ZERO & (((!MX_GOOD) & !(g:cus.info | g:cus.edm | ET_9002_EDM)) | (HFILTER_HOSTNAME_UNKNOWN & FREEMAIL_REPLYTO)) & !ET_305_FREE_AND_TRUST_DOMAIN
composite	ET_506_5_3D_OK_FREEREPLYTO_TAG	6	1	ET_506_3D_OK & RCPT_COUNT_ONE & !ET_305_FREE_AND_TRUST_DOMAIN & ((FREEMAIL_REPLYTO & !HAS_LIST_UNSUB) | (TAGGED_FROM & !MX_GOOD))
composite	ET_506_6_C3_3D_OK_FREEREPLYTO_PHISHING	9	1	ET_003_C3 & ET_506_3D_OK & !ET_305_FREE_AND_TRUST_DOMAIN & ((FREEMAIL_REPLYTO & !HAS_LIST_UNSUB) | PHISHING | (TAGGED_FROM & !MX_GOOD) | HFILTER_URL_ONLY | HFILTER_URL_ONELINE)
composite	ET_506_7_3D_OK_PROXY	3	1	(((MX_INVALID | MX_MISSING) & !BAYES_HAM) | ET_102_NOT_EDM_X_TO | (R_WHITE_ON_WHITE | R_EMPTY_IMAGE) | (ET_104_X_BAYES & FREEMAIL_ENVFROM)) & ET_1130_SMTP_PROXY & ET_506_3D_OK
composite	ET_506_8_C3_3D_OK_PROXY	4	1	ET_003_C3 & ((MX_INVALID | MX_MISSING) | ET_102_NOT_EDM_X_TO | (R_WHITE_ON_WHITE | R_EMPTY_IMAGE)) & (RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY) & ET_506_3D_OK
composite	ET_506_9_3D_OK_MX_LINK	4	1	!(g:cus.info | g:cus.edm) & ((MX_INVALID | MX_MISSING) | ET_020_X_AUTH) & ET_003_C3 & ET_506_3D_OK & (RCVD_COUNT_ZERO | (ET_1002_SPOOF_DN_DOMAIN_PART | ET_1015_SPOOF_FROM_DOMAIN_PHISH_URL)) & MIME_HTML_ONLY & (ET_1100_HTTP_TO_MAIL | ET_1110_HTTP_TODO_SOMETHING)
composite	ET_506_ONLY_URL_HI5	9	1	FROM_NEQ_ENVFROM & RCVD_COUNT_ZERO & R_NO_SPACE_IN_FROM & MIME_HTML_ONLY & MIME_BASE64_TEXT & HFILTER_URL_ONLY & (ET_1110_HTTP_TODO_SOMETHING | HTML_SHORT_LINK_IMG_1) & ET_1010_NO_X_MAILER
composite	ET_507_BAD_FORMAT	9	1	HAS_PHPMAILER_SIG & AUTOGEN_PHP_SPAMMY & MIME_BAD_ATTACHMENT & HTML_SHORT_LINK_IMG_1 & HAS_X_AS & MIME_HTML_ONLY & MANY_INVISIBLE_PARTS & ET_1110_HTTP_TODO_SOMETHING & ET_1200_MID_NEQ_FROM & TO_DN_EQ_ADDR_ALL & R_DKIM_NA & !R_SPF_ALLOW
composite	ET_508_PHPMAILER_BAD	4	1	FROM_NEQ_ENVFROM & HAS_PHPMAILER_SIG & AUTOGEN_PHP_SPAMMY & ((ET_1110_HTTP_TODO_SOMETHING & URI_COUNT_ODD) | SEM_URIBL_FRESH15_UNKNOWN_FAIL)
composite	ET_509_SUBJECT_ALL_CAPS	3	1	ET_003_C3 & !(ET_9001_EDM | HAS_LIST_UNSUB) & ET_1032_FROM_DOM_NEQ_ENVFROM & FROM_NEQ_ENVFROM & (ET_010_X_AUTH | ET_020_X_AUTH) & (SUBJ_EXCESS_BASE64 | SUBJECT_ENDS_EXCLAIM | SUBJECT_ENDS_QUESTION | SUBJECT_HAS_CURRENCY | SUBJECT_ENDS_SPACES)
composite	ET_510_1_RETURN_MAIL_FRESH_TAG	6	1	!ET_003_C3 & !ET_002_C2 & !ET_001_C1 & ((SEM_URIBL_FRESH15) | (MIME_HTML_ONLY & TAGGED_FROM)) & ET_1032_FROM_DOM_NEQ_ENVFROM & FROM_NEQ_ENVFROM & !ET_304_TRUST_DOMAIN
composite	ET_510_3D_OK_HFILTER	6	1	!(g:cus.info | g:cus.edm)  & ET_506_3D_OK & (HFILTER_HOSTNAME_UNKNOWN | HFILTER_HELO_IP_A | HFILTER_FROMHOST_NORES_A_OR_MX) & (RDNS_NONE | RDNS_DNSFAIL | FREEMAIL_REPLYTO)
composite	ET_511_3D_OK_HFILTER_EDM	9	1	ET_003_C3 & ET_102_NOT_EDM_X_TO & (HFILTER_HOSTNAME_UNKNOWN | HFILTER_HELO_IP_A | HFILTER_HELO_NORES_A_OR_MX | HFILTER_MID_NOT_FQDN) & ET_506_3D_OK
composite	ET_511_RETURN_MAIL_PROXY	9	1	!ET_003_C3 & !ET_002_C2 & !ET_001_C1 & !(BAYES_HAM | HAS_LIST_UNSUB) & FROM_NEQ_ENVFROM & (ET_1130_SMTP_PROXY | RCVD_VIA_SMTP_AUTH) & !ET_304_TRUST_DOMAIN
composite	ET_512_3D_OK_MX_ZERO_NXM	3	1	ET_003_C3 & ((!(g:cus.info | g:cus.edm)  & MX_INVALID) | HFILTER_HOSTNAME_UNKNOWN | (FROM_NEQ_ENVFROM & MX_INVALID )) & ET_506_3D_OK & RCVD_COUNT_ZERO & BAYES_SPAM & ET_1010_NO_X_MAILER
composite	ET_512_RETURN_MAIL_INTRODUCTION	6	1	!ET_003_C3 & !ET_002_C2 & !ET_001_C1 & INTRODUCTION & (REPLYTO_DOM_NEQ_FROM_DOM | REPLYTO_ADDR_NEQ_FROM | (FREEMAIL_REPLYTO & !FREEMAIL_ENVFROM))
composite	ET_513_2D_OK_MX_BAD_SPF	6	1	ET_003_C3 & R_DKIM_ALLOW & DMARC_POLICY_ALLOW & (g+:mx | HFILTER_FROMHOST_NORESOLVE_MX | HFILTER_FROMHOST_NORES_A_OR_MX) & ET_010_X_AUTH & (RCVD_COUNT_ZERO | ET_1001_QQ_HOST)
composite	ET_514_3D_OK_MX_URI_FILE	5	1	((!(g:cus.info | g:cus.edm)  & MX_INVALID) | HFILTER_HOSTNAME_UNKNOWN | (FROM_NEQ_ENVFROM & MX_INVALID )) & ET_506_3D_OK & (g+:surbl | R_SUSPICIOUS_URL | (HAS_ATTACHMENT & !BAYES_HAM))
composite	ET_516_3D_OK_MX_LINK	3	1	((!(g:cus.info | g:cus.edm)  & MX_INVALID) | HFILTER_HOSTNAME_UNKNOWN | (FROM_NEQ_ENVFROM & MX_INVALID ))  & ET_506_3D_OK & RCVD_COUNT_ZERO & (ET_1100_HTTP_TO_MAIL | (ET_1110_HTTP_TODO_SOMETHING & !BAYES_HAM))
composite	ET_517_3D_OK_MX_SPOOF	3	1	((!(g:cus.info | g:cus.edm)  & MX_INVALID) | HFILTER_HOSTNAME_UNKNOWN | (FROM_NEQ_ENVFROM & MX_INVALID )) &  ET_506_3D_OK & RCVD_COUNT_ZERO & ET_1002_SPOOF_DN_DOMAIN_PART
composite	ET_518_ZERO_NA_SPAM	2	1	!(g:cus.info | g:cus.edm)  & (ET_010_X_AUTH | (ET_020_X_AUTH & ET_003_C3)) & AUTH_NA & RCVD_COUNT_ZERO & BAYES_SPAM
composite	ET_519_ZERO_NA_DOMAIN	3	1	!(g:cus.info | g:cus.edm)  & (ET_010_X_AUTH | ET_020_X_AUTH) & AUTH_NA & RCVD_COUNT_ZERO & ET_1002_SPOOF_DN_DOMAIN_PART
composite	ET_520_MISSING_TO_BAD_R	4	1	ET_010_X_AUTH & ET_100_X_TO & (TAGGED_FROM | HAS_ATTACHMENT | ET_1100_HTTP_TO_MAIL | R_MISSING_CHARSET | R_BAD_CTE_7BIT | INTRODUCTION | (ET_1110_HTTP_TODO_SOMETHING & !BAYES_HAM))
composite	ET_521_FAILURES_MISSING_TO	3	1	!(g:cus.info | g:cus.edm) & ET_010_X_AUTH & ET_100_X_TO & !ET_304_TRUST_DOMAIN
composite	ET_522_FAILURES_MISSING_TO_C3	7	1	!(g:cus.info | g:cus.edm)  & ET_010_X_AUTH & (ET_003_C3 & !HAS_LIST_UNSUB) & ET_100_X_TO
composite	ET_523_FREE_MISSING_TO	5	1	(ET_010_X_AUTH | (ET_003_C3 & RCVD_COUNT_ZERO & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT))) & ET_102_NOT_EDM_X_TO & (FREEMAIL_ENVFROM | ET_1220_GMAIL_HEADER | FREEMAIL_ENVRCPT)
composite	ET_524_FREE_NEQ_MISSING_TO	4	1	!(g:cus.info | g:cus.edm)  & FREEMAIL_ENVFROM & FROM_NEQ_ENVFROM & ET_100_X_TO
composite	ET_525_MISSING_TO_BAD_MIME	4	1	ET_010_X_AUTH & ET_100_X_TO & (MIME_BAD_EXTENSION | MIME_HEADER_CTYPE_ONLY | (MIME_HTML_ONLY & BAYES_SPAM) | (MIME_BASE64_TEXT & !BAYES_HAM & !NEURAL_HAM_SHORT) | MIME_DOUBLE_BAD_EXTENSION | SPOOF_DISPLAY_NAME | CTYPE_MIXED_BOGUS)
composite	ET_530_MISSING_TO_BAD_SUBJECT	4	1	ET_100_X_TO & (TO_EXCESS_BASE64 | SUBJ_EXCESS_BASE64 | FROM_EXCESS_BASE64 | TO_EXCESS_QP | FROM_EXCESS_QP) & ET_010_X_AUTH
composite	ET_535_MISSING_TO_NOXM	4	1	ET_003_C3 & (ET_010_X_AUTH | ET_020_X_AUTH) & ET_100_X_TO & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | (URI_COUNT_ODD & !ET_305_FREE_AND_TRUST_DOMAIN))
composite	ET_536_MISSING_TO_LINK	6	1	ET_100_X_TO & ET_1100_HTTP_TO_MAIL & ET_1110_HTTP_TODO_SOMETHING & (SUBJECT_ENDS_EXCLAIM | SUBJECT_ENDS_QUESTION | SUBJECT_HAS_CURRENCY | SUBJECT_ENDS_SPACES)
composite	ET_537_1_C3_FREE_BAD_RECIPIENTS	6	1	ET_003_C3 & ET_537_FREE_BAD_RECIPIENTS
composite	ET_537_2_FREE_BAD_RECIPIENTS_PROXY	5	1	!(g:cus.info | g:cus.edm) & ET_537_FREE_BAD_RECIPIENTS & (RCVD_VIA_SMTP_AUTH | ET_1020_OUTLOOK_PROXY | ET_1130_SMTP_PROXY | ET_204_PKG_K | MX_INVALID | TAGGED_FROM | TAGGED_RCPT | ET_102_NOT_EDM_X_TO )
composite	ET_537_3_FREE_BAD_RECIPIENTS_BAD_CONTENT	5	1	ET_537_FREE_BAD_RECIPIENTS & ((MIME_BASE64_TEXT & !BAYES_HAM) | RBL_NIXSPAM | (TAGGED_FROM & BAYES_SPAM) | FROM_NEQ_ENVFROM | INTRODUCTION |FROM_NAME_HAS_TITLE | ET_301_FAKE_REPLY | R_MIXED_CHARSET | (REPLYTO_DN_EQ_FROM_DN & REPLYTO_DOM_NEQ_FROM_DOM) | RSPAMD_URIBL | MAIL_RU_MAILER_BASE64 | ET_102_NOT_EDM_X_TO)
composite	ET_537_FREE_BAD_RECIPIENTS	6	1	FREEMAIL_ENVFROM & (((REPLYTO_DOM_NEQ_FROM_DOM | REPLYTO_UNPARSEABLE | TO_DN_RECIPIENTS | TO_EQ_FROM) & RCPT_COUNT_ONE) | ET_100_X_TO)
composite	ET_540_1_C3_FREE_BAD_IP	4	1	ET_003_C3 & ET_540_FREE_BAD_IP
composite	ET_540_FREE_BAD_IP	4	1	FREEMAIL_ENVFROM & RCPT_COUNT_ONE & (RCVD_VIA_SMTP_AUTH | ET_1020_OUTLOOK_PROXY | ET_1130_SMTP_PROXY) & g+:rbl
composite	ET_542_BAD_IP	4	1	RBL_SORBS_SMTP & (RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY) & MIME_BASE64_TEXT & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | XM_UA_NO_VERSION)
composite	ET_550_MISSING_TO_UNKNOWN	3	1	ET_100_X_TO & RCPT_COUNT_ONE & ((ET_1160_SMTP_HAS_UNKNOWN & (ET_1130_SMTP_PROXY | ET_1140_SMTP_RELAY)) | (ET_1010_NO_X_MAILER & ET_1030_MSG_DATE_FORMAT) | (MIME_BASE64_TEXT & MID_RHS_NOT_FQDN))
composite	ET_570_FROM_NEQ_MID	2	1	(ET_010_X_AUTH | ET_020_X_AUTH) & FROM_NEQ_ENVFROM & RCPT_COUNT_ONE & ((MID_RHS_NOT_FQDN & !FREEMAIL_ENVFROM) | INVALID_MSGID | MID_RHS_WWW)
composite	ET_580_FROM_NEQ_MID_HAS_LINK	3	1	(ET_010_X_AUTH | ET_020_X_AUTH) & FROM_NEQ_ENVFROM & RCPT_COUNT_ONE & ((MID_RHS_NOT_FQDN & !FREEMAIL_ENVFROM) | INVALID_MSGID | MID_RHS_WWW) & (ET_1110_HTTP_TODO_SOMETHING | ET_1100_HTTP_TO_MAIL | HTML_SHORT_LINK_IMG_1 | HTML_SHORT_LINK_IMG_2 | HTML_SHORT_LINK_IMG_3)
composite	ET_590_2_HEADER	6	1	(MULTIPLE_UNIQUE_HEADERS | HFILTER_HOSTNAME_UNKNOWN ) & (((HAS_PHPMAILER_SIG | HFILTER_URL_ONLY) & !BAYES_HAM) | PHP_SCRIPT_ROOT | g+:surbl | (HAS_ATTACHMENT & (MIME_DOUBLE_BAD_EXTENSION | MIME_BAD_EXTENSION))) & ET_010_X_AUTH
composite	ET_594_FREE_NEQ_LINK	10	1	!(g:cus.info | g:cus.edm)  & (FREEMAIL_ENVFROM | FREEMAIL_FROM) & FROM_NEQ_ENVFROM & TAGGED_FROM & TAGGED_RCPT & FREEMAIL_TO & (ET_1100_HTTP_TO_MAIL | ET_1110_HTTP_TODO_SOMETHING) & (HTML_SHORT_LINK_IMG_1 | HTML_SHORT_LINK_IMG_2 |HTML_SHORT_LINK_IMG_3)
composite	ET_595_FREE_TAG_AND_TO	15	1	(FREEMAIL_ENVFROM | FREEMAIL_FROM) & FROM_NEQ_ENVFROM & TAGGED_FROM & FREEMAIL_TO & RCPT_COUNT_ONE & TAGGED_RCPT
composite	ET_597_GROUP_SENDBY_COREMAIL	16	1	FREEMAIL_ENVFROM & RCPT_COUNT_ONE & ET_1050_COREMAIL_CTRLDATA & ET_010_X_AUTH
composite	ET_598_FAKE_DOMAIN_VIA_AUTH	9	1	RCVD_VIA_SMTP_AUTH & RCPT_COUNT_ONE & HFILTER_FROMHOST_NORES_A_OR_MX & ET_1010_NO_X_MAILER & (HFILTER_HELO_NORES_A_OR_MX | HFILTER_HELO_IP_A)
composite	ET_599_FREE_BAD_CONTENT	6	1	!(g:cus.info | g:cus.edm)  & (ET_1030_MSG_DATE_FORMAT | ET_1010_NO_X_MAILER) & ET_1105_X_FREEMAIL_CONTENT & RCPT_COUNT_ONE
composite	ET_601_MIME	3	1	!(g:cus.info | g:cus.edm)  & ET_1010_NO_X_MAILER & RCPT_COUNT_ONE & TAGGED_FROM  & MIME_HTML_ONLY & ET_1030_MSG_DATE_FORMAT & (ET_1110_HTTP_TODO_SOMETHING | ET_1100_HTTP_TO_MAIL)
composite	ET_602_C3_MIME	5	1	!(g:cus.info | g:cus.edm)  & ET_003_C3 & ET_1010_NO_X_MAILER & RCPT_COUNT_ONE & TAGGED_FROM  & MIME_HTML_ONLY & ET_1030_MSG_DATE_FORMAT & (ET_1110_HTTP_TODO_SOMETHING | ET_1100_HTTP_TO_MAIL)
composite	ET_603_BLACK_IP_ZERO_NXM	2	1	!(g:cus.info | g:cus.edm)  & ET_020_X_AUTH & ET_003_C3 & ET_1010_NO_X_MAILER & RCVD_COUNT_ZERO & BAYES_SPAM
composite	ET_604_BLACK_IP_ZERO_NXM_MIME	3	1	!(g:cus.info | g:cus.edm)  & ET_020_X_AUTH & ET_003_C3 & ET_1010_NO_X_MAILER & RCVD_COUNT_ZERO & BAYES_SPAM & MIME_HTML_ONLY
composite	ET_605_BLACK_IP_ZERO_NXM_MIME_C3	6	1	!(g:cus.info | g:cus.edm)  & ET_003_C3 & ET_020_X_AUTH & ET_1010_NO_X_MAILER & RCVD_COUNT_ZERO & BAYES_SPAM  & MIME_HTML_ONLY
composite	ET_606_BLACK_IP_ZERO_NXM_C3	6	1	!(g:cus.info | g:cus.edm)  & ET_003_C3 & ET_109_X_HOSTS_BL & ET_1010_NO_X_MAILER & RCVD_COUNT_ZERO & HAS_PHPMAILER_SIG
composite	ET_607_FREE_X_AUTH	3	1	!(g:cus.info | g:cus.edm)  & ET_106_X_AUTH & ((HAS_ATTACHMENT & !BAYES_HAM) | BAYES_SPAM |ET_020_X_AUTH)
composite	ET_608_C3_FREE_X_AUTH	9	1	!(g:cus.info | g:cus.edm)  & ET_003_C3 & ET_106_X_AUTH & ((HAS_ATTACHMENT & !BAYES_HAM) | BAYES_SPAM |ET_020_X_AUTH)
composite	ET_609_FREE_X_AUTH_MX	2	1	!(g:cus.info | g:cus.edm)  & ET_010_X_AUTH & ET_1033_X_DOM_INVALID & ET_003_C3
composite	ET_610_C3_FREE_X_AUTH_MX	6	1	!(g:cus.info | g:cus.edm)  & (ET_003_C3 & !HAS_LIST_UNSUB) & ET_010_X_AUTH & ET_1033_X_DOM_INVALID
composite	ET_612_TAG_EMPTY	3	1	TAGGED_FROM & EMPTY_SUBJECT &  RCPT_COUNT_ONE
composite	ET_613_FREE_GT_50	6	1	RCPT_COUNT_GT_50 & FREEMAIL_ENVFROM & ET_003_C3 & RCVD_COUNT_ZERO
composite	ET_614_FREE_GT_50_FILE	9	1	RCPT_COUNT_GT_50 & FREEMAIL_ENVFROM & ET_003_C3 & RCVD_COUNT_ZERO & (HAS_ATTACHMENT | ET_1110_HTTP_TODO_SOMETHING | ET_1100_HTTP_TO_MAIL)
composite	ET_615_NOT_GOOD_MAIL_1	2	1	BAYES_SPAM & BAYES_NOT_EDM & ET_003_C3 & (RCVD_COUNT_ZERO | ET_1130_SMTP_PROXY)
composite	ET_616_NOT_GOOD_MAIL_2	3	1	BAYES_SPAM & BAYES_NOT_EDM & ET_003_C3 & (RCVD_COUNT_ZERO | ET_1130_SMTP_PROXY) & (MIME_HTML_ONLY | (URI_COUNT_ODD & ET_1110_HTTP_TODO_SOMETHING)) & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT)
composite	ET_618_DN_EQ_DOMAIN_NEQ_EDM	3	1	ET_003_C3 & ET_303_DN_NEQ_DOMAIN & ((RCVD_COUNT_ZERO & ET_1007_SPOOF_REPLYTO_ACC) | FREEMAIL_REPLYTO | INTRODUCTION | FROM_NAME_HAS_TITLE) & RCPT_COUNT_ONE
composite	ET_619_DN_EQ_DOMAIN_MISSING_TO	3	1	ET_303_DN_NEQ_DOMAIN & (ET_100_X_TO | ET_104_X_BAYES | (ET_010_X_AUTH & (RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY | RCVD_COUNT_ZERO))) & RCPT_COUNT_ONE
composite	ET_620_DN_EQ_DOMAIN_NEQ	3	1	ET_303_DN_NEQ_DOMAIN & (ET_1130_SMTP_PROXY | RCVD_COUNT_ZERO | RCVD_VIA_SMTP_AUTH) & RCPT_COUNT_ONE
composite	ET_621_DN_EQ_DOMAIN_NEQ_BY_MACHINE	3	1	ET_303_DN_NEQ_DOMAIN & (ET_1130_SMTP_PROXY | RCVD_COUNT_ZERO | RCVD_VIA_SMTP_AUTH) & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | HAS_PHPMAILER_SIG) & RCPT_COUNT_ONE
composite	ET_622_DN_EQ_DOMAIN_NEQ_BAD	4	1	ET_303_DN_NEQ_DOMAIN & ((HAS_PHPMAILER_SIG & (BAYES_SPAM | ET_104_X_BAYES)) | (HFILTER_HOSTNAME_UNKNOWN) | (BAYES_SPAM & HAS_ATTACHMENT)) & (ET_1130_SMTP_PROXY | RCVD_COUNT_ZERO | RCVD_VIA_SMTP_AUTH) & RCPT_COUNT_ONE
composite	ET_623_DN_EQ_DOMAIN_NEQ_URL	9	1	ET_303_DN_NEQ_DOMAIN & (ET_1130_SMTP_PROXY | RCVD_COUNT_ZERO | RCVD_VIA_SMTP_AUTH) & MIME_HTML_ONLY & (URI_COUNT_ODD | ET_1110_HTTP_TODO_SOMETHING | ET_1100_HTTP_TO_MAIL | RSPAMD_URIBL) & RCPT_COUNT_ONE
composite	ET_624_DN_EQ_DOMAIN_NEQ_URI_ODD	9	1	ET_303_DN_NEQ_DOMAIN & ET_104_X_BAYES & URI_COUNT_ODD & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT) & RCPT_COUNT_ONE
composite	ET_630_SMTP_NO_RETURN	6	1	ET_1170_SMTP_NO_RETURN & ET_1130_SMTP_PROXY & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT) & RCPT_COUNT_ONE
composite	ET_631_C3_SMTP_NO_RETURN	9	1	ET_003_C3 & ET_1170_SMTP_NO_RETURN & ET_1130_SMTP_PROXY & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT) & RCPT_COUNT_ONE
composite	ET_632_SMTP_NO_RETURN_MIME	6	1	(ET_1170_SMTP_NO_RETURN | (HFILTER_HOSTNAME_UNKNOWN & RCVD_COUNT_ZERO & ET_010_X_AUTH & !BAYES_HAM)) & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT) & MIME_HTML_ONLY & (HAS_ATTACHMENT | ET_1100_HTTP_TO_MAIL | ET_1110_HTTP_TODO_SOMETHING ) & RCPT_COUNT_ONE
composite	ET_633_SUBJECT_FROM_UNKNOWN	3	1	HFILTER_HOSTNAME_UNKNOWN & RCVD_COUNT_ZERO & (SUBJECT_ENDS_EXCLAIM | SUBJ_ALL_CAPS | SUBJECT_ENDS_QUESTION | SUBJECT_HAS_CURRENCY | SUBJ_EXCESS_BASE64) & ((REPLYTO_DOM_NEQ_FROM_DOM & !HAS_LIST_UNSUB) | FREEMAIL_REPLYTO) & RCPT_COUNT_ONE
composite	ET_634_INTRODUCTION_FROM_UNKNOWN	6	1	HFILTER_HOSTNAME_UNKNOWN & RCVD_COUNT_ZERO & (INTRODUCTION | FROM_NAME_HAS_TITLE) & (REPLYTO_DOM_NEQ_FROM_DOM | FREEMAIL_REPLYTO) & RCPT_COUNT_ONE
composite	ET_635_BAD_CONTENT	3	1	!(g:cus.info | g:cus.edm) & HFILTER_HOSTNAME_UNKNOWN & RCVD_COUNT_ZERO & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | (MIME_BASE64_TEXT & (BAYES_SPAM | ET_104_X_BAYES))) & ((MIME_HTML_ONLY & !(BAYES_HAM | HAS_LIST_UNSUB)) | R_EMPTY_IMAGE | R_WHITE_ON_WHITE | R_MISSING_CHARSET) & RCPT_COUNT_ONE
composite	ET_636_C3_BAD_CONTENT	4	1	!(g:cus.info | g:cus.edm)  & ET_003_C3 & HFILTER_HOSTNAME_UNKNOWN & RCVD_COUNT_ZERO & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT |(MIME_BASE64_TEXT & (BAYES_SPAM | ET_104_X_BAYES))) & (MIME_HTML_ONLY | R_EMPTY_IMAGE | R_WHITE_ON_WHITE | R_MISSING_CHARSET) & RCPT_COUNT_ONE
composite	ET_637_FAKE_REPLY_DN_ONCE_MIME	4	1	HFILTER_HOSTNAME_UNKNOWN & RCVD_COUNT_ZERO & (ET_1010_SPOOF_DN_USERNAME_SUBJECT_DOMAIN | ET_301_FAKE_REPLY | ET_300_REPLY | (ONCE_RECEIVED_STRICT & ONCE_RECEIVED & !(BAYES_HAM | HAS_LIST_UNSUB)) | (BAYES_SPAM & MIME_BASE64_TEXT & MIME_HTML_ONLY )) & RCPT_COUNT_ONE
composite	ET_640_MISSING_AUTH	6	1	((ET_010_X_AUTH & !ET_101_EDM_MARK) | (BAYES_SPAM & ET_003_C3) | (!BAYES_EDM & !BAYES_HAM & !BAYES_NOT_EDM & !ET_101_EDM_MARK & !ET_304_TRUST_DOMAIN)) & ET_102_NOT_EDM_X_TO & RCPT_COUNT_ONE
composite	ET_641_MISSING_AUTH_PROXY	6	1	((ET_010_X_AUTH & ET_003_C3) | INTRODUCTION) & ET_102_NOT_EDM_X_TO & (RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY | ET_1140_SMTP_RELAY | FREEMAIL_ENVFROM | FORGED_MUA_OUTLOOK) & RCPT_COUNT_ONE
composite	ET_642_HOST_UNKNOWN_MISSING_BAYES	3	1	ET_104_X_BAYES & (HFILTER_HOSTNAME_UNKNOWN | HFILTER_HELO_IP_A | g:+surbl) & RCPT_COUNT_ONE
composite	ET_643_C3_HOST_UNKNOWN_MISSING_BAYES	6	1	ET_003_C3 & ET_104_X_BAYES & (HFILTER_HOSTNAME_UNKNOWN | HFILTER_HELO_IP_A | (MIME_BASE64_TEXT & R_WHITE_ON_WHITE)) & RCPT_COUNT_ONE
composite	ET_645_MISSING_BAYES	6	1	(ET_100_X_TO | ((MANY_INVISIBLE_PARTS | ET_1020_OUTLOOK_PROXY ) & (g+:excessqp | g+:excessb64))) & MIME_HTML_ONLY & ET_104_X_BAYES
composite	ET_646_C3_MISSING_BAYES	9	1	ET_003_C3 & (ET_100_X_TO |((MANY_INVISIBLE_PARTS | ET_1020_OUTLOOK_PROXY) & (FROM_EXCESS_QP | TO_EXCESS_QP))) & MIME_HTML_ONLY & ET_104_X_BAYES
composite	ET_647_MIME_BASE64	3	1	(FROM_EXCESS_QP | TO_EXCESS_QP) & MIME_HTML_ONLY & (MIME_BASE64_TEXT | ET_104_X_BAYES) & RCPT_COUNT_ONE
composite	ET_650_NXM_BAD_ATT	4	1	!BAYES_HAM & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT) & (MIME_BAD_ATTACHMENT | MIME_DOUBLE_BAD_EXTENSION) & MIME_HTML_ONLY & RCPT_COUNT_ONE
composite	ET_651_AUTH_NA_NXM_BAD_ATT	6	1	!BAYES_HAM & AUTH_NA & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT) & (MIME_BAD_ATTACHMENT | MIME_DOUBLE_BAD_EXTENSION) & MIME_HTML_ONLY & RCPT_COUNT_ONE
